app,timezone,timestamp,resolution,interventionDuration,isReIntervention,interventionType
snapchat,Europe/London,1753270738.3819752,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753271885.09242,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753274933.997233,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753274940.8037539,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753275584.4018312,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753275584.412743,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753275584.41579,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753275584.418498,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753276818.859364,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753283695.870322,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753285317.4343119,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753286083.4782228,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753286164.540339,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753286669.9685612,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753290960.082625,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753293734.7387981,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753295207.128886,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753296403.20781,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753296743.5227408,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753296931.557574,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753297759.310499,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753297827.950805,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753298332.746012,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753298440.8115869,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753299723.530299,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753299880.481092,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753300590.198573,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753302205.069644,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753304855.932987,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753305762.970717,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753305784.8210158,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753306375.8528562,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753306608.9940019,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753306953.68012,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753358911.636836,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753359400.82393,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753360310.800487,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753360310.8209171,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753360310.830563,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753360694.259403,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753361021.7070699,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753361503.0155602,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753362260.667715,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753362766.176265,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753362774.059047,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753363651.595189,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753364594.337889,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753364757.567748,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753365553.03889,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753366060.946975,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753367174.3152719,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753368140.92139,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753368540.906775,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753368901.309053,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753368901.332798,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753368901.344871,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753368901.347299,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753368999.8721318,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753371433.4304662,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753374053.512601,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753374061.479178,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753378758.807651,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753378909.8676329,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753379076.4398708,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753381496.2682219,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753381507.0296001,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753381683.5697289,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753388050.51936,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753389486.569975,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753389523.930784,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753390203.705015,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753393957.473503,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753394052.30546,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753394589.1936278,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753432950.364747,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753433066.7559361,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753433105.463035,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753433973.629074,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753435286.604744,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753435291.032434,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753436177.4650412,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753437456.180179,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753437461.885964,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753438572.62627,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753439053.189834,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753439251.324331,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753439284.7493138,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753439384.28059,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753439985.293182,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753440248.3186688,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753440824.4772549,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753441041.087544,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753441383.1445498,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753442595.550535,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753442595.560935,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753443581.429988,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753444998.69013,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753445454.3194919,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753445476.7984571,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753445853.84487,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753445865.207134,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753447248.585381,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753447263.0323591,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753447417.383918,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753448155.750417,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753448396.0802798,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753458736.165103,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753458736.182355,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753460494.483715,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753461016.321034,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753461673.24868,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753464949.612179,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753464958.186454,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753465028.110968,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753465686.237669,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753467422.365056,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753467442.345659,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753468517.95766,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753468688.5388331,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753468797.116685,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753470008.052102,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753471128.386963,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753475538.831259,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753475538.9610538,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753477507.961344,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753477631.145914,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753477983.007971,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753478731.7146769,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753478997.376916,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753479027.697236,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753480890.5394778,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753531826.1968641,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753531928.131367,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753534769.82762,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753534778.506026,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753535802.905648,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753537075.3951988,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753537151.752994,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753541394.216526,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753543274.583014,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753544576.709418,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753545150.219664,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753545197.412781,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753546107.0498772,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753549906.070081,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753549983.7501369,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753549983.7688332,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753557818.1528,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753560815.9655051,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753562068.598078,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753562137.8215752,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753562137.8460221,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753562176.125609,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753563872.3026419,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753564950.59059,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753615876.695517,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753615892.33759,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753616704.79945,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753617929.724086,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753619635.2171612,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753620691.56108,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753624007.961909,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753624879.356721,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753624880.562103,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753624920.988208,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753624986.612094,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753624986.641772,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753626995.791524,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753627762.789297,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753630687.4529881,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753630687.526342,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753630738.5504599,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753630905.413464,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753635098.924714,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753636359.480912,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753637842.436059,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753638612.888772,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753638650.580064,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753639201.348782,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753640376.280353,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753641439.1263351,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753645917.5542521,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753646304.195828,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753647609.811393,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753647722.719475,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753651741.900268,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753652087.220041,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753652809.156138,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753700177.707059,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753700419.071096,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753700428.5111141,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753701531.7998629,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753702352.206419,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753703711.004305,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753703790.604701,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753703915.236881,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753705261.451395,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753705285.1336021,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753708183.124022,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753711091.070819,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753713002.927031,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753713218.599907,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753716678.7379088,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753716691.287709,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753718164.105754,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753718490.3182092,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753718863.3502522,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753719580.338849,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753720211.403238,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753721106.238877,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753722891.109284,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753724677.8233662,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753725223.5489302,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753725228.7107902,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753725237.3300772,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753727003.050678,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753727243.508096,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753729006.062261,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753729114.617774,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753729433.81164,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753729511.5174298,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753731281.573508,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753734826.77597,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753738259.642653,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753738649.678094,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753790698.1840448,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753790709.945167,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753790828.3708339,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753793866.3847032,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753794812.6321878,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753799776.7513452,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753799805.1135201,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753799812.016392,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753799830.47527,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753799837.7500582,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753799875.763176,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753799875.783997,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753800492.853221,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753800871.77309,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753801434.3556828,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753801615.926601,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753801625.258185,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753801811.444946,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753802259.7010632,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753802577.788548,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753802976.393491,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753804914.581101,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753806540.627361,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753806634.628334,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753807116.0372372,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753807370.962681,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753807587.440237,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753807694.352737,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753807724.529972,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753808437.2889562,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753808666.041748,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753808666.066628,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753808666.086156,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753808666.099787,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753809177.734091,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753809795.910073,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753809828.4808822,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753809862.284416,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1753809872.066699,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753810697.464583,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753812924.493983,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753817120.068046,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753817576.141706,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753820252.506332,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753820563.215537,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753820608.319768,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753820870.7277699,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753820906.03012,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753823497.01797,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753823535.0684729,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753824086.31742,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753881334.20644,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753881500.123488,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753881558.784607,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753882170.743062,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753883438.803788,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753885245.404427,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753890455.542563,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753892893.428395,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753895235.8342462,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753895447.454928,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753896000.853128,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753897416.673623,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753898938.9412231,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753899593.659196,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753905942.042457,openedApp,1.5,False,breathingExercise
