timezone,timestamp,interventionDuration,interventionType,app,isReIntervention,resolution,purpose
America/New_York,1751634342.855253,6.0,breathingExercise,tikTok,False,dismissedAppOpening,
America/New_York,1751639459.8368092,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751640073.222261,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751644452.1291819,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751644816.974884,6.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751650440.748837,6.0,breathingExercise,tikTok,False,dismissedAppOpening,
America/New_York,1751650492.440166,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751669510.084374,6.0,breathingExercise,tikTok,False,dismissedAppOpening,
America/New_York,1751669659.838834,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751677378.3732162,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751677452.3576941,6.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751684442.342249,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751684721.064781,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751685471.531162,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751718141.647697,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751719411.9870238,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751734438.51092,6.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751745546.402399,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751746015.093252,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751754255.494297,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751770499.98348,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751810319.582022,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751817208.2800078,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751828715.671938,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751829347.240862,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751830034.2800632,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751838734.653113,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751854817.598672,6.0,breathingExercise,tikTok,False,dismissedAppOpening,
America/New_York,1751854834.038247,6.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751898921.7874951,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751908814.562964,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751916559.796646,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751919048.3343,6.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751976977.98379,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751996457.829821,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751996474.086776,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751996831.7007961,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751996836.706137,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1752002196.802871,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752061508.017435,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752061755.419734,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752062433.257296,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752113273.255811,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752117374.1585631,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1752150913.114727,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1752153942.55193,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752177406.660551,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1752180694.657848,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752184009.1450272,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752187960.303344,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1752196173.3667169,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1752197692.986588,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752233119.554576,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752234756.04859,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752246921.1418009,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752253133.21997,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1752253160.7080932,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752256067.6413,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752275610.1599069,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1752284818.101893,6.0,breathingExercise,facebook,False,dismissedAppOpening,
