timezone,interventionDuration,app,interventionType,isReIntervention,timestamp,resolution,timeIntervalUntilReIntervention
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751333438.667434,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751333508.224591,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751334662.8491979,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751334680.559242,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751335907.8927631,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751337437.230013,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751337692.9269571,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751340615.676569,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751340872.610605,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751340904.473177,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751365482.0286279,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751366602.027738,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751366921.185097,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751366951.027338,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751375132.513684,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751375509.139605,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751375890.883512,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751377769.333928,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751378081.7839,openedApp,60.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751381010.95068,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751381775.919251,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751381881.349812,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751381924.293068,openedApp,120.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751381945.331699,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751382099.398378,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751397081.401736,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751402649.834811,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751404337.2559419,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751404843.8739939,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751409694.708706,openedApp,120.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751409848.099016,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751411594.003087,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751423222.803436,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751428953.617056,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751480193.158884,openedApp,60.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751480268.4280019,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751480521.581235,openedApp,360.0
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751493211.379924,openedApp,300.0
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751498915.480867,openedApp,420.0
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751499465.314763,openedApp,360.0
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751500706.379257,dismissedAppOpening,
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751501060.270308,openedApp,360.0
America/Argentina/Salta,3.0,instagram,breathingExercise,True,1751501846.020443,openedApp,300.0
America/Argentina/Salta,3.0,instagram,breathingExercise,True,1751502152.016367,dismissedAppOpening,
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751502165.127353,openedApp,300.0
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751502451.907973,openedApp,240.0
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751502567.20745,openedApp,480.0
America/Argentina/Salta,3.0,instagram,breathingExercise,False,1751502845.1029181,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751510319.753417,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751539042.829876,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751539319.365982,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751541793.6590118,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751542097.2715302,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751542964.284559,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751543128.787417,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751547707.653679,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751553436.310419,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751553464.006171,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751553695.609123,openedApp,240.0
America/Santiago,3.0,instagram,breathingExercise,False,1751553816.3966641,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751554357.725848,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751554531.403177,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751554534.885392,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751554557.723588,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751554649.618854,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751554684.3631392,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751554837.300839,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751579803.487427,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751596870.881816,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751628167.0678139,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,True,1751628553.52662,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751628571.870461,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751632557.2326941,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751633488.905725,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751633577.822017,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751633852.560024,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751634081.683604,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751634109.562917,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751637706.8346891,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751637761.306484,openedApp,60.0
America/Santiago,3.0,instagram,breathingExercise,False,1751653508.320509,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751685457.131713,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751685682.2854261,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751686518.165955,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751687889.866376,openedApp,480.0
America/Santiago,3.0,instagram,breathingExercise,False,1751688847.8701792,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751689161.8100429,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751689230.513472,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751689241.470926,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,True,1751689578.5443358,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,True,1751689950.221641,openedApp,600.0
America/Santiago,3.0,instagram,breathingExercise,False,1751690233.8647242,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751690463.965965,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751690474.491674,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,True,1751690914.870708,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751715558.8919458,openedApp,180.0
America/Santiago,3.0,instagram,breathingExercise,False,1751715674.851311,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751722468.13487,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751746388.2376308,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751746791.165854,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751748882.376267,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751749598.9326491,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751749650.9731998,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751749996.5210629,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,True,1751750372.208383,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751750384.331829,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751751749.7752209,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751751904.6548572,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751751973.453755,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751752026.407206,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751752066.0065699,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751752701.6629891,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751752716.4357982,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751753681.344218,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751753697.0765982,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751765278.32953,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751765585.556169,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751765590.2015982,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751765633.9221249,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751766819.6327949,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751767026.542764,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751795270.7930222,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751795298.081564,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751821642.887848,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751824710.535125,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,True,1751825086.107664,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751825684.675549,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751825808.06771,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751846791.764143,openedApp,240.0
America/Santiago,3.0,instagram,breathingExercise,False,1751846850.483971,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751850997.021589,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751853204.729797,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751853228.776557,openedApp,240.0
America/Santiago,3.0,instagram,breathingExercise,True,1751853510.002682,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,True,1751853926.950049,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751853942.0216541,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,True,1751854312.1310449,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751854325.6532779,openedApp,240.0
America/Santiago,3.0,instagram,breathingExercise,False,1751854451.077451,openedApp,180.0
America/Santiago,3.0,instagram,breathingExercise,False,1751885807.935533,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751894266.993736,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751896300.64896,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751928698.8562078,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751929375.889761,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751937382.556454,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751940032.989256,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751943557.747735,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,True,1751943879.177726,openedApp,420.0
America/Santiago,3.0,instagram,breathingExercise,False,1751943940.809695,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,True,1751944261.637438,openedApp,300.0
America/Santiago,3.0,instagram,breathingExercise,False,1751945077.683356,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751967942.719915,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751968621.0004048,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751969828.574981,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751970144.472225,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751970216.567769,openedApp,360.0
America/Santiago,3.0,instagram,breathingExercise,False,1751970372.147599,dismissedAppOpening,
America/Santiago,3.0,instagram,breathingExercise,False,1751972437.2176461,openedApp,180.0
