timezone,resolution,app,interventionType,timestamp,interventionDuration,isReIntervention,purpose,timeIntervalUntilReIntervention
America/New_York,openedApp,tikTok,breathingExercise,1750699275.736213,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750699583.074247,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750701534.813025,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750701865.1247602,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1750702247.473083,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750702527.172668,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750702610.50838,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750704172.6995091,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1750704715.391603,1.5,False,Stay In the Loop,
America/New_York,openedApp,instagram,breathingExercise,1750705261.863165,1.5,False,Relax,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750705527.836164,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750705584.690902,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750705923.512413,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750706197.3420482,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750706204.317377,1.5,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1750712041.4429522,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1750713485.439364,1.5,False,Toilet,
America/New_York,openedApp,tikTok,breathingExercise,1750717418.6717649,1.5,False,Bored,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1750717752.618257,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750719006.220625,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750719399.5151691,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750719704.4310908,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750732602.507735,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750773920.800472,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1750783196.8558931,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750788755.902513,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750788763.190891,1.5,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1750789620.413173,1.5,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1750790515.956269,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750800361.6135468,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750808276.7016811,1.5,False,Stay In the Loop,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750808859.594095,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750808861.732613,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750872808.4422898,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750873122.502006,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750873395.3074641,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750874439.1580548,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750897814.663024,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750897853.3838,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750903210.955524,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750903219.502427,1.5,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1750921335.1753669,1.5,False,,
America/New_York,openedApp,tikTok,breathingExercise,1750921345.254528,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1750946463.232821,1.5,False,Relax,
America/New_York,openedApp,instagram,breathingExercise,1750949767.414088,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750953436.518712,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750953579.4819,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1750953591.071408,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750969332.16328,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750974823.302082,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1750974857.30302,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751006628.024867,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751039196.2444901,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751039207.9135242,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751039595.3045878,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751039608.930938,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751039901.027686,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751041973.4763942,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751042027.695045,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751042030.092504,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751048824.368145,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751048826.163076,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751049290.697948,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751075711.528211,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751080860.628138,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751081086.267184,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751081719.569478,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751087275.15889,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751087276.678864,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751087500.50136,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751118972.963675,1.5,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751119025.932159,1.5,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751119291.664068,1.5,False,,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751119296.189055,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751119307.0422978,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751119644.150923,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751120547.3652592,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751120827.799008,1.5,False,Search Info,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751121326.36873,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751121335.6747131,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751135653.760973,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751148767.917588,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751162073.278542,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751162289.28273,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751165128.394429,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751165176.8441792,1.5,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751179247.462697,1.5,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751180397.744481,1.5,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751180406.621741,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751213020.793453,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751222482.495566,1.5,False,Post something,
America/New_York,openedApp,instagram,breathingExercise,1751223311.539291,1.5,False,Check likes,
America/New_York,openedApp,instagram,breathingExercise,1751246917.3635511,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751254712.1599488,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751260371.3705258,1.5,False,Stay In the Loop,
America/New_York,openedApp,instagram,breathingExercise,1751287228.368299,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751288186.976519,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751288453.987372,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751290701.192603,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751298030.035606,1.5,False,Entertainment,
America/New_York,openedApp,instagram,breathingExercise,1751335596.536306,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751337491.889216,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751340498.159443,1.5,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751340500.726324,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751343589.977158,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751343978.760364,1.5,False,,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751372506.9096498,1.5,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751372518.995257,1.5,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751383412.434352,1.5,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751393221.731279,1.5,False,,
America/New_York,openedApp,instagram,breathingExercise,1751398692.089606,1.5,False,Bored,
America/New_York,openedApp,instagram,breathingExercise,1751419943.718423,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751420921.83434,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751420927.487617,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751421103.892452,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751462473.8399348,3.0,False,Entertainment,
America/New_York,openedApp,instagram,breathingExercise,1751463077.22469,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751464224.781231,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751469099.9475589,3.0,False,Bored,
America/New_York,openedApp,tikTok,breathingExercise,1751470218.042285,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751470459.141671,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751470468.988167,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1751471404.754465,3.0,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751471626.890619,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751473079.933134,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751473471.80915,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751474309.43718,3.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1751479526.2250519,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751479991.583352,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751480101.9554992,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751493066.0302138,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751493550.066331,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751493560.1511931,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1751494345.671692,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751512124.760538,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751549693.854037,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751549901.325369,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751550187.773686,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751550873.0681438,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751551279.429358,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751568329.788971,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751571468.268674,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751574952.112368,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751580007.529346,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751587062.275661,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751596198.274364,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751597098.226701,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751597100.796829,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751612211.568599,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1751612843.5630178,3.0,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751613446.255399,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751613455.76227,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751645001.231868,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751646766.809698,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751646972.628221,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751661822.14429,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751673827.722569,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751673871.3395739,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751678104.8680902,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751679137.095595,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751679373.4307399,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751679796.872222,3.0,False,Toilet,
America/New_York,openedApp,instagram,breathingExercise,1751682404.04878,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751735958.3466,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751735973.863171,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751757837.2027931,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751757838.4235,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1751759131.653837,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1751762360.873095,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751769041.549268,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751772965.462889,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751773756.1197,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751821308.138902,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751831979.47434,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751831990.283962,3.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1751841844.869518,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751843290.5472522,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751856944.252716,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751892773.199619,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751893171.131485,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751893362.152581,3.0,False,,
